"Cihan Mürtezaoğlu","male","0","person","TR"
"Cimo Fränkel","male","31","person","NL"
"cinnamons","","0","","JP"
"Cir.Cuz","mixed","0","group","NO"
"Circuit","mixed","0","group","GB"
"CIRE","mixed","19","group","US"
"Ciro y los Persas","mixed","11","group","AR"
"Čis T","mixed","33","group",""
"Cisilia","female","0","person","DK"
"CITO G","","0","",""
"City Girls","mixed","3","group",""
"City Spud","male","44","person","US"
"Citybois","","0","",""
"CJaye","","0","",""
"CL","male","0","person","US"
"Claire Kuo","female","39","person","TW"
"Clairo","female","21","person",""
"Clams Casino","male","33","person","US"
"Clandistino","","0","",""
"Claptone","mixed","0","group",""
"Clara","mixed","0","group","FR"
"Clara Luciani","female","28","person","FR"
"Clara Mae","female","29","person","SE"
"Clarice Falcão","female","30","person","BR"
"Clau","female","24","person","BR"
"Claudia Leitte","female","40","person","BR"
"Claudio Capéo","male","35","person",""
"Claysteer","","0","",""
"Clayton & Romário","mixed","0","group",""
"Clayton-Hamilton Jazz Orchestra","mixed","35","group","US"
"Clean Bandit","mixed","12","group","GB"
"Cleber & Cauan","mixed","10","group","BR"
"Cledos","male","21","person",""
"Clemens","male","40","person","DK"
"Clementino","male","37","person","IT"
"Cleo","female","37","person","PL"
"Clever","mixed","23","group",""
"Cliff Richard","male","79","person","GB"
"Clinton Kane","male","0","person",""
"Clipse","mixed","28","group","US"
"CLiQ","mixed","0","group","GB"
"CLMD","male","0","person",""
"CLR","male","0","person",""
"Club Dogo","mixed","0","group","IT"
"CLUB HATS","","0","",""
"Clubbers","mixed","0","group","DE"
"ClubDub","","0","",""
"ClubDub;Ra:tio","mixed","0","group",""
"Clueso","male","40","person","DE"
"Clyde McPhatter","male","39","person","US"
"CMC$","mixed","0","group","HU"
"CNCO","mixed","4","group","US"
"Cobra Starship","mixed","15","group","US"
"Cocktail","mixed","0","group","PT"
"CoCo","mixed","30","group","JP"
"Código FN","mixed","0","group",""
"Cody Simpson","male","23","person","AU"
"Cody Wise","male","24","person","US"
"Cœur De Pirate","female","30","person","CA"
"Coez","male","37","person","IT"
"Coki","male","0","person","GB"
"Colbie Caillat","female","35","person","US"
"Cold Chisel","mixed","46","group","AU"
"Coldplay","mixed","23","group","GB"
"Cole Swindell","male","37","person","US"
"Coleman Hell","male","0","person","CA"
"Colin Firth","male","59","person","GB"
"Colonel Bagshot","mixed","0","group","GB"
"COLORPiTCH","","0","",""
"Columbine","mixed","6","group","FR"
"Comethazine","male","22","person","US"
"Common","male","48","person","US"
"Conan Gray","male","21","person",""
"Conchita","female","40","person","ES"
"Conkarah","","0","",""
"Connie Francis","female","81","person","US"
"Conor Maynard","male","27","person","GB"
"Conrad Sewell","male","32","person","AU"
"Consuelo Schuster","female","37","person","CL"
"Contiez","","0","",""
"Contra","mixed","0","group","US"
"Cookin' On 3 Burners","mixed","20","group","AU"
"Coolio","male","57","person","US"
"Coqeéin Montana","mixed","0","group","AU"
"Corinne Bailey Rae","female","41","person","GB"
"Cornelio Vega y su Dinastia","male","56","person","MX"
"Cornershop","mixed","29","group","GB"
"CORSAK","male","0","person","CN"
"CortesiaDaCasa","","0","",""
"Coscu","male","39","person","PR"
"Cosculluela","male","39","person","PR"
"Cosmo","male","38","person",""
"Cosmo's Midnight","mixed","8","group","AU"
"Cosmos & Creature","mixed","0","group",""
"Cosmos People","mixed","16","group","TW"
"Costa","male","0","person","ES"
"Costa Gold","mixed","8","group","BR"
"costee","","0","",""
"Costi","female","0","person","FI"
"Coti","male","47","person","AR"
"Coucheron","","0","",""
"Coup","mixed","28","group","US"
"Cousin Stizz","male","0","person",""
"Cozz","male","26","person","US"
"Craig David","male","39","person","GB"
"Crazy Cousinz","mixed","12","group",""
"Crazy Design","","0","",""
"Crecer German","","0","",""
"Credibil","male","26","person","DE"
"Creedence Clearwater Revival","mixed","61","group","US"
"Creep Hyp","","0","",""
"Cris Cab","male","27","person","US"
"CRISPIE","male","50","person","GB"
"Cristiano Araújo","male","29","person","BR"
"Cristoph","male","0","person","GB"
"Cro","male","30","person","DE"
"Cromo","mixed","14","group","IT"
"Cromo X","male","0","person","DO"
"Croni-K","male","0","person","CL"
"Crookers","mixed","17","group","IT"
"Crooks","mixed","13","group",""
"Crowd Lu","male","35","person","TW"
"Crush","male","28","person","KR"
"Crux","mixed","0","group","EE"
"Cruz Cafuné","male","0","person","ES"
"Crystal Kay","female","34","person","JP"
"Cub Sport","mixed","10","group",""
"Cub$kout","mixed","28","group","CA"
"Cultura Profética","mixed","24","group","PR"
"Cupido","mixed","0","group","ES"
"Curren$y","male","39","person","US"
"Curtis","male","0","person",""
"Curtis Waters","male","70","person","US"
"CVBZ","","0","",""
"CXLOE","female","0","person",""
"Cyanide","mixed","0","group","GB"
"Cyclone","mixed","39","group","BE"
"Cyndi Lauper","female","67","person","US"
"Cyndi Wang","female","37","person","TW"
"Cynthia Luz","female","0","person",""
"Cyril aka Aaron Hilmer","male","0","person","DE"
"Cyrus Villanueva","male","24","person","AU"
"D Double E","male","40","person","GB"
"D Gerrard","male","19","person",""
"D Smoke","male","0","person",""
"D-Block Europe","mixed","0","group",""
"D-Double","","0","","NL"
"D-Flame","male","48","person","DE"
"D-Love","","0","",""
"D-Rashid","male","0","person",""
"D.A.M.A","","30","","CZ"
"D.O.","female","38","person","NL"
"D.OZI","male","0","person","PR"
"D' La Crem","","0","",""
"D'Angelo","male","46","person","US"
"D'Cinnamons","mixed","15","group","ID"
"D’MASIV","mixed","17","group","ID"
"D50","mixed","0","group","GB"
"Da Baby","","0","",""
"Da Beatfreakz","mixed","0","group",""
"Da LAB","mixed","13","group",""
"DA PUMP","mixed","23","group","JP"
"DA Uzi","male","0","person",""
"DaBaby","male","28","person","US"
"DABOYWAY","","0","",""
"Dabs","male","0","person","IT"
"Dabu Fantastic","","0","",""
"Dabutes","","0","",""
"Dadá Boladão","mixed","28","group","US"
"Dadang Sh Pranoto","mixed","37","group","SE"
"Daddy Yankee","male","43","person","PR"
"Daði Freyr","male","28","person",""
"Dadju","male","29","person","FR"
"Dae Dae","male","28","person",""
"Daecolm","male","0","person","NZ"
"Daft Punk","mixed","27","group","FR"
"Dagny","female","30","person","NO"
"Dagobert","male","38","person","DE"
"Daichi Miura","male","32","person","JP"
"Daj To Głośniej","mixed","0","group","PL"
"Dakota","mixed","0","group",""
"Dalex","male","29","person","PR"
"Dallas","mixed","28","group","EE"
"Dallass","","0","",""
"Dalmata","male","40","person","PR"
"Dalton Harris","male","26","person","JM"
"Dalyb","","0","",""
"Damas Gratis","mixed","0","group","AR"
"Dame","male","30","person",""
"Dame 5","male","30","person",""
"Dami Im","female","31","person","AU"
"Damian Lemar Hudson","","0","",""
"Damien Jurado","male","47","person","US"
"Damien Rice","male","46","person","IE"
"Damion Frost","male","0","person","ES"
"Damso","male","28","person","BE"
"Dan + Shay","mixed","7","group","US"
"Dan Auerbach","male","41","person","US"
"Dan Caplen","male","28","person","GB"
"Dan Harkna","male","0","person",""
"Dan Reynolds","male","33","person","US"
"Dan Talevski","male","33","person","CA"
"Dana","female","68","person","IE"
"DANDY TURNER","mixed","0","group",""
"Danelle Sandoval","","0","",""
"DANI","female","20","person","PH"
"Dani Faiv","male","26","person","IT"
"Dani Fernández","male","28","person","ES"
"Dani M","male","30","person","SE"
"Dani Martín","male","43","person","ES"
"Dani Russo","female","0","person",""
"Daniel","male","74","person","BE"
"Daniel Adams-Ray","male","36","person","SE"
"Daniel Bedingfield","male","40","person","GB"
"Daniel Caesar","male","25","person",""
"Daniel Everidge","male","0","person",""
"Daniel Marcy","","0","",""
"Daniel Okas","male","69","person","EE"
"Daniel Padilla","male","25","person","PH"
"Daniel Powter","male","49","person","CA"
"Daniel Schulz","male","0","person",""
"Daniela Andrade","female","27","person","CA"
"Daniela Darcourt","female","0","person","PE"
"Daniela Romo","female","60","person","MX"
"Daniele Silvestri","male","51","person","IT"
"Daniil","","60","",""
"DaniLeigh","female","25","person","US"
"Danilla","female","30","person","ID"
"Danko Jones","mixed","24","group","CA"
"Danna Paola","female","25","person","MX"
"Danni","","0","",""
"Danny","male","67","person","US"
"Danny Brown","male","39","person","US"
"Danny Ocean","male","28","person","US"
"Danny Paz","male","0","person",""
"Danny Romero","male","25","person","ES"
"Danny Saucedo","male","34","person","SE"
"Danny Vera","male","43","person","NL"
"Dano","male","0","person","ES"
"Dante Klein","male","0","person","DE"
"Danti","male","38","person","IT"
"Dany Bala","mixed","0","group",""
"Dany Synthé","male","0","person","FR"
"DAOKO×米津玄師","male","29","person","JP"
"Dappy","male","33","person","GB"
"Dardan","male","22","person","DE"
"Dardust","male","44","person",""
"Darell","male","0","person","PR"
"Dargen D'Amico","male","39","person","IT"
"Daria Zawiałow","female","27","person","PL"
"Darian Alvarez","male","0","person",""
"Darin","male","33","person","SE"
"Dario","male","0","person","NL"
"Darius & Finlay","mixed","0","group","AT"
"Darius Rucker","male","54","person","US"
"Dark Polo Gang","mixed","6","group","IT"
"Darkiel","male","26","person","PR"
"Darkoo","female","0","person",""
"Darleens","","0","",""
"Darlene Love","female","79","person","US"
"Dårlig Vane","mixed","0","group","NO"
"Darren Criss","male","33","person","US"
"Darren Espanto","male","19","person","PH"
"Darryl","","0","",""
"Darshan Raval","male","0","person","IN"
"Darude","male","45","person","FI"
"Daryl Braithwaite","male","71","person","AU"
"Daryl Hall & John Oates","mixed","53","group","US"
"Daryl Ong","male","33","person","PH"
"Das Sound Machine","mixed","0","group",""
"Dash Y Cangri","","0","",""
"Dasoul","male","30","person",""
"Dastic","","0","",""
"DAT ADAM","mixed","6","group","DE"
"Dat Boi Dee","male","0","person","US"
"Data Luv","male","0","person",""
"Dato Jamal Abdillah","male","61","person","MY"
"Dato Siti Nurhaliza","female","41","person","MY"
"Dato' DJ Dave","","0","",""
"Dato' Sri Siti Nurhaliza","female","41","person","MY"
"Datuk Sharifah Aini","female","61","person","MY"
"Daughter","mixed","10","group","GB"
"Davai","","0","",""
"Davay","mixed","0","group","CZ"
"Dave","male","92","person","US"
"Dave Dobbyn","male","63","person","NZ"
"Dave East","male","32","person","US"
"Dave Garsia","","0","",""
"Dave Roelvink","male","61","person","NL"
"Daveed Diggs","male","38","person",""
"Daves The Kid","male","0","person","IT"
"Davichi","mixed","12","group","KR"
"David Benjamin","","0","",""
"David Bisbal","male","41","person","ES"
"David Bowie","male","69","person","GB"
"David Carreira","male","29","person","PT"
"David Cuello","male","0","person",""
"David Guetta","male","52","person","FR"
"David Jay","male","34","person",""
"David K.","male","0","person","FR"
"David Lindgren","male","38","person","SE"
"David Otero","male","0","person","ES"
"David Puentez","male","0","person",""
"David Rees","male","0","person",""
"David Rush","male","0","person","US"
"David Stypka","male","69","person","GB"
"David Summers","male","56","person","ES"
"David Whistle","male","0","person",""
"David Zowie","male","39","person","GB"
"DaVido","male","27","person","NG"
"Daviles de Novelda","mixed","32","group","DE"
"Davina Michelle","female","24","person","NL"
"DaVionne","","0","",""
"Dawid Podsiadło","male","27","person","PL"
"Dawin","male","29","person",""
"Day","female","97","person","US"
"Day e Lara","female","25","person","BR"
"Day Ewbank","","0","",""
"Day1","","0","",""
"Day6","mixed","4","group","KR"
"Daya","female","21","person","US"
"Dayang Nurfaizah","female","39","person","MY"
"Daylight","mixed","12","group","US"
"Dayme y El High","mixed","0","group","CO"
"Dayvi","","0","",""
"Dayzon","","0","",""
"DB Omerta","mixed","0","group","LT"
"DC","mixed","46","group","AU"
"DCS","mixed","29","group","DE"
"De Fam","","0","",""
"De Fellas","mixed","0","group",""
"De Jeugd Van Tegenwoordig","mixed","15","group","NL"
"De La Calle","","0","",""
"De La Ghetto","male","35","person","PR"
"De La Soul","mixed","33","group","US"
"De Nattergale","mixed","37","group","DK"
"De Su","mixed","0","group",""
"De To Musketerer","mixed","0","group","CZ"
"De Vet Du","mixed","10","group","SE"
"Dean Lewis","male","32","person","AU"
"Dean Martin","male","78","person","US"
"Dear Jane","mixed","17","group","HK"
"Death Stranding: Timefall","","0","",""
"Deb’s Daughter","female","0","person",""
"Debbi","female","58","person","US"
"Deborah Lee","","0","",""
"Debrah Scarlett","female","27","person","CH"
"December Avenue","mixed","12","group","PH"
"Decky Beats","","0","",""
"Deedz B","male","0","person",""
"Deejay Telio","male","24","person","PT"
"Deemz","","0","",""
"Deen Burbigo","male","33","person","FR"
"Deep Jandu","male","0","person",""
"Deepend","mixed","0","group","NL"
"Deeperise","","0","",""
"Deepika Padukone","female","42","person","NO"
"Deezy","male","0","person",""
"DeezyDavid","","0","","FI"
"Def Major","","0","",""
"Defano Holwijn","male","0","person","XE"
"Defkhan","male","0","person","DE"
"Deichkind","mixed","21","group","DE"
"DeJ Loaf","female","29","person",""
"Delacey","female","0","person",""
"Delacruz","","0","",""
"Delaney Jane","female","0","person","CA"
"Delano","","0","",""
"Delany","","0","",""
"Delaossa","","0","",""
"Delia","female","38","person","RO"
"Delil","male","47","person","TR"
"Delimine","","0","",""
"Deliric","male","37","person",""
"Delivio Reavon","","0","",""
"Della","female","0","person","US"
"DELLAFUENTE","male","0","person","ES"
"Delta Goodrem","female","35","person","AU"
"DEM","male","0","person","EE"
"Demarco Flamenco","","0","",""
"Demet Akalın","female","48","person","TR"
"Demi Lovato","female","27","person","US"
"Đen","male","0","person",""
"Den BB","male","89","person","US"
"Den nye Mads Hansen","","0","",""
"Den svenska björnstammen","mixed","0","group","SE"
"Den Unge Fleksnes","","10","",""
"Denaun","male","41","person","US"
"Dendemann","male","46","person","DE"
"Dengarkan Dia","mixed","4","group","KR"
"Dengaz","male","0","person","PT"
"DENIS TEOFIKOV","mixed","38","group","YU"
"Denise De Kalafe","female","71","person","MX"
"Denise Ho","female","43","person","HK"
"Denise Rosenthal","female","29","person","CL"
"Denisse Malebrán","female","44","person","CL"
"Deniz Seki","female","50","person","TR"
"Deniz Sungur","female","0","person","US"
"Deniz Tekin","female","23","person","TR"
"Dennis DJ","male","40","person","BR"
"Dennis Lloyd","male","27","person","IL"
"Denny Caknan","","0","",""
"Deno","","0","",""
"Deny Surya","mixed","13","group","AR"
"Denyerkin","","0","",""
"Denz","male","0","person","GB"
"Denzel Curry","male","25","person","US"
"Deorro","male","28","person",""
"Derek","","0","","NL"
"Dermot Kennedy","male","28","person","IE"
"Derya","","0","",""
"Derya Uluğ","female","0","person","TR"
"Descemer Bueno","male","49","person","CU"
"Desiigner","male","23","person","US"
"Despistaos","mixed","0","group","ES"
"Dessia el Otro","male","0","person","ES"
"Destiny's Child","mixed","30","group","US"
"Detail","male","0","person",""
"Dětský sbor Camerata","","0","","CZ"
"Dev Negi","male","31","person",""
"Devano Danendra","","0","",""
"Devi Sri Prasad","male","41","person",""
"Devin Dawson","male","31","person","US"
"Devon Baldwin","male","0","person",""
"Dewa","mixed","34","group","ID"
"Dewa 19","mixed","34","group","ID"
"Dewain Whitmore","male","0","person","US"
"Dexys Midnight Runners","mixed","42","group","GB"
"Deys","","0","",""
"Dfideliz","","0","",""
"Dhanush","male","36","person","IN"
"Dharius","","0","",""
"Dhee","female","0","person",""
"Dhruv Vikram","male","0","person",""
"Dhurata Dora","female","27","person",""
"Dhvani Bhanushali","female","0","person","IN"
"Di Propósito","female","0","person","RU"
"Di-Rect","mixed","21","group","NL"
"Diablo 63","mixed","21","group",""
"Diamond","mixed","0","group","IL"
"Dian Sastrowardoyo","mixed","18","group",""
"Dian Sorowea","mixed","18","group",""
"Diana Krall","female","55","person","CA"
"Diana Navarro","female","42","person","ES"
"Diana Wang","female","29","person","TW"
"Diandra","female","25","person","FI"
"Diaz & Bruno","mixed","35","group","BR"
"DICC","male","0","person","ES"
"Dicte","female","53","person","DK"
"Didá Banda Feminina","mixed","27","group",""
"Diddi Trix","","0","",""
"Diddy","male","50","person","US"
"Didi Kempot","male","53","person","ID"
"Dido","female","48","person","GB"
"Didomido","","0","",""
"Die Ärzte","mixed","38","group","DE"
"Die Atzen","mixed","0","group","DE"
"Die drei ???","","14","","DE"
"Die Fantastischen Vier","mixed","31","group","DE"
"Die Orsons","mixed","0","group","DE"
"Die Toten Hosen","mixed","38","group","DE"
"Diego & Arnaldo","mixed","0","group","BR"
"Diego & Victor Hugo","mixed","11","group","BR"
"Diego Boneta","male","29","person","MX"
"Diego e Ray","","0","",""
"Diego Herrera","male","0","person","MX"
"Diego Smith","male","40","person","CH"
"Diego Torres","male","49","person","AR"
"Dierks Bentley","male","44","person","US"
"Dieter Bohlen","male","66","person","DE"
"DigDat","mixed","0","group",""
"Digga D","male","0","person",""
"Diggy Dex","male","0","person","NL"
"Digital Farm Animals","male","31","person","GB"
"Diho","male","0","person",""
"Dilemma","mixed","0","group","NL"
"Diljit Dosanjh","male","36","person","IN"
"Dillaz","male","29","person",""
"Dillom","male","19","person","AR"
"Dillon Cooper","male","27","person","US"
"Dillon Francis","male","32","person","US"
"Dilsinho","male","28","person","BR"
"Dimelo Flow","male","31","person","PA"
"Dimension","mixed","28","group","JP"
"Dimitri Vangelis & Wyman","mixed","0","group","SE"
"Dimitri Vegas","male","38","person","BE"
"Dimitri Vegas & Like Mike","mixed","13","group","BE"
"Dimmi","","0","",""
"Dinah Jane","female","23","person","US"
"Dinah Nah","female","39","person","SE"
"Dino d'Santiago","male","0","person","PT"
"Dino James","male","28","person",""
"Dinor rdt","","0","",""
"Dinos","male","0","person","FR"
"Dio","mixed","38","group","US"
"Dio Mudara","mixed","38","group","US"
"Diodato","male","38","person","IT"
"Diogo Piçarra","male","29","person","PT"
"Diomedes Chinaski","male","0","person","BR"
"Diomedes Diaz","male","56","person","CO"
"Dipha Barus","male","0","person",""
"Diplo","male","41","person",""
"Diquenza","","0","",""
"Dire Straits","mixed","43","group","GB"
"Dirtbike Lb","","0","",""
"DiRTY RADiO","mixed","10","group",""
"Disarstar","male","0","person","DE"
"Disciples","mixed","0","group","GB"
"Disclosure","mixed","10","group","GB"
"DISH//","mixed","0","group","JP"
"Disha Patani","","0","",""
"Diskoria","","0","",""
"Disturbed","mixed","24","group","US"
"Diva Faune","mixed","0","group","FR"
"Divididos","mixed","32","group","AR"
"DIVINE","male","42","person","US"
"Divine Bars","mixed","33","group",""
"DIVOKEJ BILL","mixed","0","group","CZ"
"Divya Kumar","male","0","person","IN"
"Divyendu Sharma","mixed","0","group",""
"Dixie Chicks","mixed","31","group","US"
"Dixie D’Amelio","female","18","person","US"
"Diztortion","male","36","person","NL"
"Dizzee Rascal","male","35","person","GB"
"Dizzy","mixed","0","group","US"
"DJ 2F","","0","",""
"DJ A1","mixed","24","group","GB"
"Dj Ademar","male","0","person","PT"
"DJ Alan Gomez","","0","",""
"DJ Alex","male","0","person","NL"
"DJ Anderson França","","0","",""
"DJ Antoine","male","45","person","CH"
"DJ Anton","","0","",""
"DJ Arow","male","34","person","DE"
"DJ Artz","male","0","person",""
"DJ Babs","male","0","person",""
"DJ Berlin","","0","",""
"Dj Black Moose","mixed","30","group","GB"
"DJ BLACKOUT","mixed","55","group","PL"
"DJ Cassidy","male","39","person","US"
"DJ Cassula","","0","",""
"Dj Chetas","","0","",""
"Dj Coss","","0","",""
"Dj Dadda","male","0","person","US"
"DJ Deeon","male","0","person","US"
"Dj DG","","0","",""
"Dj Digo Beat","","0","",""
"DJ Dollynho Da Lapa","male","0","person",""
"DJ Drama","male","42","person","US"
"DJ DS","","0","",""
"DJ Durel","male","0","person","US"
"DJ DYLVN","male","0","person","US"
"DJ Erise","male","0","person","US"
"DJ Esco","male","0","person",""
"DJ Felipe Único","male","0","person","AT"
"DJ Fistmagnet","male","0","person","US"
"DJ FITTE","male","0","person","US"
"DJ Fle","male","0","person","JP"
"DJ Flip","male","0","person","PL"
"DJ Fresh","male","43","person","GB"
"Dj Gabriel do Borel","male","25","person",""
"Dj Guuga","male","0","person","US"
"DJ Hamida","male","0","person",""
"DJ Henrique da VK","","0","",""
"Dj Henrique de ferraz","male","25","person",""
"DJ ILG","male","58","person","DE"
"DJ Jazzy Jeff & The Fresh Prince","mixed","35","group","US"
"DJ Johny","","0","",""
"DJ Jonathan","","0","",""
"Dj Juninho 22","","0","",""
"Dj Kass","male","0","person",""
"DJ Katch","male","0","person","DE"
"DJ Kayz","","0","",""
"DJ Kelvin El Sacamostro","male","0","person",""
"Dj Kelvinho","male","0","person",""
"Dj Kevin","male","0","person","BR"
"DJ Khaled","male","44","person","US"
"DJ Kool","male","61","person","US"
"DJ Last One","male","0","person",""
"Dj Lauuh","male","0","person","US"
"Dj Lauuh ELOY","male","0","person","US"
"Dj Leska","male","0","person","FR"
"DJ LK","","0","",""
"DJ Luck & MC Neat","mixed","0","group","GB"
"DJ Luian","male","30","person","PR"
"DJ Luke Nasty","","0","",""
"DJ Madam Julie","mixed","16","group","GB"
"DJ Maff","","0","",""
"DJ Marlboro","","0","","BR"
"DJ Matrix","male","33","person",""
"Dj Mc Fly","","0","",""
"DJ Mike One","male","0","person",""
"Dj Money Willz","male","0","person","US"
"DJ Moortje","male","0","person","NL"
"DJ Muscleboy","male","0","person",""
"DJ Myst","","0","",""
"DJ Nelson","male","48","person","PR"
"DJ Oku Luukkainen","","0","","FI"
"DJ ONO","male","45","person","DE"
"Dj Ozuna","male","28","person","PR"
"DJ PaCo","","0","",""
"DJ Paul","male","45","person","US"
"Dj Paul Elstak","male","54","person","NL"
"DJ Pedro Fuentes","","0","",""
"Dj Peligro","mixed","0","group","US"
"DJ Pernambuco","male","63","person","BR"
"DJ Piu","mixed","0","group",""
"DJ Premier","male","54","person","US"
"DJ RD","","0","",""
"DJ Rennan da Penha","male","0","person","BR"
"DJ S.K.T","male","0","person","GB"
"DJ Sem","male","0","person","FR"
"DJ Smaaland","male","0","person","SE"
"DJ Snake","male","34","person","FR"
"Dj Spike Miller","male","0","person","FR"
"DJ SpinKing","male","0","person",""
"DJ Stephan","","0","",""
"DJ Stijco","","0","",""
"DJ Tarkan","male","0","person","TR"
"DJ Tetraguy","male","0","person","US"
"DJ Victor Falcão","male","62","person","BR"
"Dj W-Beatz","male","35","person",""
"DJ Wich","male","42","person","CZ"
"DJ Will22","male","0","person","US"
"DJ Wirtual","male","0","person","US"
"DJ Yayo","","0","",""
"DJ Youss-F","male","0","person",""
"DJ Yuri Martins","male","0","person","BR"
"DJ Zullu","male","0","person","BR"
"Djadja & Dinaz","mixed","6","group",""
"Djaga Djaga","mixed","16","group","NO"
"Djahboy","","0","",""
"Djämes Braun","mixed","0","group","DK"
"DJane HouseKat","female","32","person",""
"Django","mixed","11","group","GB"
"Django Wagner","male","49","person","NL"
"Djangomayn","","0","",""
"Djavan","male","71","person","BR"
"DJEZJA","","0","",""
"Djodje","male","31","person","CV"
"Djonga","male","26","person",""
"Dk 47","mixed","21","group","IT"
"DKB","mixed","36","group",""
"DLD","mixed","0","group","MX"
"DLOW","","0","",""
"DMA","mixed","7","group","AU"
"DMS","","0","","GB"
"DMX","male","49","person","US"
"DNCE","mixed","5","group","US"
"DnoteOnDaBeat","","0","",""
"Do","female","38","person","NL"
"Doctor Victor","","7","",""
"DODO","male","43","person","CH"
"Doe Boy","male","0","person","US"
"Doeboy","","0","",""
"DoeMaarDave","","0","",""
"Dogslife","","0","",""
"Doja Cat","female","24","person","US"
"Dokkeytino","","0","","CZ"
"Doks","mixed","41","group","EE"
"Doli & Penn","female","0","person","BD"
"Dollar Selmouni","mixed","42","group","GB"
"Dolly Parton","female","74","person","US"
"Dolly Style","mixed","6","group","SE"
"Dolu Kadehi Ters Tut","mixed","6","group","TR"
"Dom Dolla","","0","",""
"Dom Kennedy","male","35","person","US"
"Dominic Cooper","male","42","person","GB"
"Dominic Fike","male","23","person",""
"Dominion","male","0","person","US"
"Domino Saints","","0","",""
"Don Chezina","male","44","person","US"
"Don Diablo","male","40","person","NL"
"Don Joe","male","45","person","IT"
"Don Khuma","mixed","0","group","US"
"Don L","male","0","person","BR"
"Don McLean","male","74","person","US"
"Don Miguelo","male","0","person","DO"
"Don Omar","male","42","person","PR"
"Don Patricio","male","27","person","ES"
"Don Q","male","30","person","US"
"Don Stefano","","0","",""
"Don Toliver","male","26","person",""
"DON x LEE x BARBER","","0","",""
"Donae'o","male","0","person","GB"
"Donald Glover","male","36","person","US"
"Dongo","","0","",""
"Donkeyboy","mixed","15","group","NO"
"Donnalyn Bartolome","female","26","person","PH"
"Donnie","male","44","person","US"
"Donnie Trumpet & The Social Experiment","male","0","person","US"
"Donny Caballero","male","39","person","CO"
"Donny Hathaway","male","33","person","US"
"Dons","mixed","0","group","DE"
"Donyanah","","0","",""
"Doomams","male","37","person","FR"
"Dopebwoy","male","26","person","NL"
"Dorentina","","0","",""
"Doria","","0","",""
"Dorian","mixed","16","group","ES"
"Doris Day","female","97","person","US"
"Dosdela","","0","",""
"Dosseh","male","35","person","FR"
"Dotan","male","33","person","NL"
"Dotter","female","33","person","SE"
"Double Lz","","0","","GB"
"Doums","male","0","person","FR"
"Douwe Bob","male","27","person","NL"
"Dovgh","","0","",""
"DR BRS","mixed","22","group",""
"Dr Fuchs","male","41","person","TR"
"Dr Phunk","male","30","person","NL"
"Dr. Bellido","","0","",""
"Dr. Beriz","male","0","person","FR"
"Dr. Dre","male","55","person","US"
"DR. KUCHO!","male","47","person","ES"
"Drago200","","0","",""
"Dragonette","mixed","15","group","CA"
"Drake","male","33","person","CA"
"Drake Bell","male","34","person","US"
"DRAM","male","32","person",""
"Drängarna","mixed","25","group","SE"
"Drangsal","male","26","person","DE"
"Drax Project","mixed","7","group","NZ"
"DRD","mixed","0","group",""
"DREAMS COME TRUE","mixed","32","group","JP"
"Dreamville","mixed","13","group",""
"Drechter","","0","",""
"Dree Low","male","25","person",""
"Dreezy","female","28","person","US"
"DrefGold","male","23","person","IT"
"DrefQuila","","0","",""
"Drefquila;Bizarrap","","22","","AR"
"Drenchill","","0","",""
"Drengene Fra Angora","mixed","16","group","DK"
"Drew Love","","0","",""
"DripReport","","0","",""
"Dropkick Murphys","mixed","24","group","US"
"Drummakid","male","28","person",""
"Drunken Masters","mixed","0","group","DE"
"Dry","male","42","person","FR"
"Dstance","mixed","0","group",""
"DTF","","0","",""
"DTG","","0","",""
"Dú Maroc","male","34","person","DE"
"Dua Lipa","female","24","person","GB"
"Duane Harden","male","49","person",""
"Dub Sharma","male","32","person","IN"
"Dubdogz","","0","",""
"Dubosky","","0","",""
"Đức Phúc","male","0","person","US"
"Duckwrth","male","0","person",""
"Ducon","","0","",""
"Dudu","male","45","person","BR"
"Dudu Aharon","male","35","person","IL"
"Dudu Faruk","male","0","person","ES"
"Dudu Tassa","male","43","person","IL"
"Duffy","female","36","person","GB"
"Duke Dumont","male","37","person","GB"
"Duki","male","24","person",""
"Duki Y Neo Pistea","male","25","person",""
"Duman","mixed","21","group","TR"
"Duncan Dhu","mixed","36","group","ES"
"Duncan Laurence","male","26","person","NL"
"Duo Dinamico","mixed","61","group","ES"
"Duran Duran","male","0","person","US"
"Dustin Lynch","male","35","person","US"
"dutchavelli","male","0","person",""
"Dutty Dior","male","0","person","NO"
"Duvchi","male","37","person","SE"
"DVBBS","mixed","0","group","CA"
"Dvicio","mixed","7","group",""
"dvsn","mixed","5","group","CA"
"Dwayne Johnson","male","48","person","US"
"DyCy","female","0","person",""
"Dyl","mixed","0","group",""
"Dylan","male","79","person","US"
"Dylan Fuentes","male","0","person","CO"
"Dylan Scott","male","29","person","US"
"Dyna","male","35","person","NL"
"Dynell","male","0","person","PR"
"Dynho Alves","male","0","person",""
"Dynoro","male","0","person",""
"Dyo","female","28","person",""
"Dyro","male","28","person",""
"Dystinct","male","0","person",""
"Dzeko","male","0","person","CA"
"Dzeko & Torres","mixed","10","group","CA"
"DZIARMA","female","0","person","PL"
"dzikakorea","","0","",""
"Dzsúdló","","0","",""
"E-40","male","52","person","US"
"E-girls","mixed","8","group","JP"
